x,y,grp
22896,4,g1
22897,5,g2
22898,6,g3
22899,7,g4
22900,8,g0
22901,9,g1
22902,10,g2
22903,11,g3
22904,12,g4
22905,13,g0
22906,14,g1
22907,15,g2
22908,16,g3
22909,17,g4
22910,18,g0
22911,19,g1
22912,20,g2
22913,21,g3
22914,22,g4
22915,23,g0
22916,24,g1
22917,25,g2
22918,26,g3
22919,27,g4
22920,28,g0
22921,29,g1
22922,30,g2
22923,31,g3
22924,32,g4
22925,33,g0
22926,34,g1
22927,35,g2
22928,36,g3
22929,37,g4
22930,38,g0
22931,39,g1
22932,40,g2
22933,41,g3
22934,42,g4
22935,43,g0
22936,44,g1
22937,45,g2
22938,46,g3
22939,47,g4
22940,48,g0
22941,49,g1
22942,50,g2
22943,51,g3
22944,52,g4
22945,53,g0
22946,54,g1
22947,55,g2
22948,56,g3
22949,57,g4
22950,58,g0
22951,59,g1
22952,60,g2
22953,61,g3
22954,62,g4
22955,63,g0
22956,64,g1
22957,65,g2
22958,66,g3
22959,67,g4
22960,68,g0
22961,69,g1
22962,70,g2
22963,71,g3
22964,72,g4
22965,73,g0
22966,74,g1
22967,75,g2
22968,76,g3
22969,77,g4
22970,78,g0
22971,79,g1
22972,80,g2
22973,81,g3
22974,82,g4
22975,83,g0
22976,84,g1
22977,85,g2
22978,86,g3
22979,87,g4
22980,88,g0
22981,89,g1
22982,90,g2
22983,91,g3
22984,92,g4
22985,93,g0
22986,94,g1
22987,95,g2
22988,96,g3
22989,0,g4
22990,1,g0
22991,2,g1
22992,3,g2
22993,4,g3
22994,5,g4
22995,6,g0
22996,7,g1
22997,8,g2
22998,9,g3
22999,10,g4
23000,11,g0
23001,12,g1
23002,13,g2
23003,14,g3
23004,15,g4
23005,16,g0
23006,17,g1
23007,18,g2
23008,19,g3
23009,20,g4
23010,21,g0
23011,22,g1
23012,23,g2
23013,24,g3
23014,25,g4
23015,26,g0
23016,27,g1
23017,28,g2
23018,29,g3
23019,30,g4
23020,31,g0
23021,32,g1
23022,33,g2
23023,34,g3
23024,35,g4
23025,36,g0
23026,37,g1
23027,38,g2
23028,39,g3
23029,40,g4
23030,41,g0
23031,42,g1
23032,43,g2
23033,44,g3
23034,45,g4
23035,46,g0
23036,47,g1
23037,48,g2
23038,49,g3
23039,50,g4
23040,51,g0
23041,52,g1
23042,53,g2
23043,54,g3
23044,55,g4
23045,56,g0
23046,57,g1
23047,58,g2
23048,59,g3
23049,60,g4
23050,61,g0
23051,62,g1
23052,63,g2
23053,64,g3
23054,65,g4
23055,66,g0
23056,67,g1
23057,68,g2
23058,69,g3
23059,70,g4
23060,71,g0
23061,72,g1
23062,73,g2
23063,74,g3
23064,75,g4
23065,76,g0
23066,77,g1
23067,78,g2
23068,79,g3
23069,80,g4
23070,81,g0
23071,82,g1
23072,83,g2
23073,84,g3
23074,85,g4
23075,86,g0
23076,87,g1
23077,88,g2
23078,89,g3
23079,90,g4
23080,91,g0
23081,92,g1
23082,93,g2
23083,94,g3
23084,95,g4
23085,96,g0
23086,0,g1
23087,1,g2
23088,2,g3
23089,3,g4
23090,4,g0
23091,5,g1
23092,6,g2
23093,7,g3
23094,8,g4
23095,9,g0
23096,10,g1
23097,11,g2
23098,12,g3
23099,13,g4
23100,14,g0
23101,15,g1
23102,16,g2
23103,17,g3
23104,18,g4
23105,19,g0
23106,20,g1
23107,21,g2
23108,22,g3
23109,23,g4
23110,24,g0
23111,25,g1
23112,26,g2
23113,27,g3
23114,28,g4
23115,29,g0
23116,30,g1
23117,31,g2
23118,32,g3
23119,33,g4
23120,34,g0
23121,35,g1
23122,36,g2
23123,37,g3
23124,38,g4
23125,39,g0
23126,40,g1
23127,41,g2
23128,42,g3
23129,43,g4
23130,44,g0
23131,45,g1
23132,46,g2
23133,47,g3
23134,48,g4
23135,49,g0
23136,50,g1
23137,51,g2
23138,52,g3
23139,53,g4
23140,54,g0
23141,55,g1
23142,56,g2
23143,57,g3
23144,58,g4
23145,59,g0
23146,60,g1
23147,61,g2
23148,62,g3
23149,63,g4
23150,64,g0
23151,65,g1
23152,66,g2
23153,67,g3
23154,68,g4
23155,69,g0
23156,70,g1
23157,71,g2
23158,72,g3
23159,73,g4
23160,74,g0
23161,75,g1
23162,76,g2
23163,77,g3
23164,78,g4
23165,79,g0
23166,80,g1
23167,81,g2
23168,82,g3
23169,83,g4
23170,84,g0
23171,85,g1
23172,86,g2
23173,87,g3
23174,88,g4
23175,89,g0
23176,90,g1
23177,91,g2
23178,92,g3
23179,93,g4
23180,94,g0
23181,95,g1
23182,96,g2
23183,0,g3
23184,1,g4
23185,2,g0
23186,3,g1
23187,4,g2
23188,5,g3
23189,6,g4
23190,7,g0
23191,8,g1
23192,9,g2
23193,10,g3
23194,11,g4
23195,12,g0
23196,13,g1
23197,14,g2
23198,15,g3
23199,16,g4
23200,17,g0
23201,18,g1
23202,19,g2
23203,20,g3
23204,21,g4
23205,22,g0
23206,23,g1
23207,24,g2
23208,25,g3
23209,26,g4
23210,27,g0
23211,28,g1
23212,29,g2
23213,30,g3
23214,31,g4
23215,32,g0
23216,33,g1
23217,34,g2
23218,35,g3
23219,36,g4
23220,37,g0
23221,38,g1
23222,39,g2
23223,40,g3
23224,41,g4
23225,42,g0
23226,43,g1
23227,44,g2
23228,45,g3
23229,46,g4
23230,47,g0
23231,48,g1
23232,49,g2
23233,50,g3
23234,51,g4
23235,52,g0
23236,53,g1
23237,54,g2
23238,55,g3
23239,56,g4
23240,57,g0
23241,58,g1
23242,59,g2
23243,60,g3
23244,61,g4
23245,62,g0
23246,63,g1
23247,64,g2
23248,65,g3
23249,66,g4
23250,67,g0
23251,68,g1
23252,69,g2
23253,70,g3
23254,71,g4
23255,72,g0
23256,73,g1
23257,74,g2
23258,75,g3
23259,76,g4
23260,77,g0
23261,78,g1
23262,79,g2
23263,80,g3
23264,81,g4
23265,82,g0
23266,83,g1
23267,84,g2
23268,85,g3
23269,86,g4
23270,87,g0
23271,88,g1
23272,89,g2
23273,90,g3
23274,91,g4
23275,92,g0
23276,93,g1
23277,94,g2
23278,95,g3
23279,96,g4
23280,0,g0
23281,1,g1
23282,2,g2
23283,3,g3
23284,4,g4
23285,5,g0
23286,6,g1
23287,7,g2
23288,8,g3
23289,9,g4
23290,10,g0
23291,11,g1
23292,12,g2
23293,13,g3
23294,14,g4
23295,15,g0
23296,16,g1
23297,17,g2
23298,18,g3
23299,19,g4
23300,20,g0
23301,21,g1
23302,22,g2
23303,23,g3
23304,24,g4
23305,25,g0
23306,26,g1
23307,27,g2
23308,28,g3
23309,29,g4
23310,30,g0
23311,31,g1
23312,32,g2
23313,33,g3
23314,34,g4
23315,35,g0
23316,36,g1
23317,37,g2
23318,38,g3
23319,39,g4
23320,40,g0
23321,41,g1
23322,42,g2
23323,43,g3
23324,44,g4
23325,45,g0
23326,46,g1
23327,47,g2
23328,48,g3
23329,49,g4
23330,50,g0
23331,51,g1
23332,52,g2
23333,53,g3
23334,54,g4
23335,55,g0
23336,56,g1
23337,57,g2
23338,58,g3
23339,59,g4
23340,60,g0
23341,61,g1
23342,62,g2
23343,63,g3
23344,64,g4
23345,65,g0
23346,66,g1
23347,67,g2
23348,68,g3
23349,69,g4
23350,70,g0
23351,71,g1
23352,72,g2
23353,73,g3
23354,74,g4
23355,75,g0
23356,76,g1
23357,77,g2
23358,78,g3
23359,79,g4
23360,80,g0
23361,81,g1
23362,82,g2
23363,83,g3
23364,84,g4
23365,85,g0
23366,86,g1
23367,87,g2
23368,88,g3
23369,89,g4
23370,90,g0
23371,91,g1
23372,92,g2
23373,93,g3
23374,94,g4
23375,95,g0
23376,96,g1
23377,0,g2
23378,1,g3
23379,2,g4
23380,3,g0
23381,4,g1
23382,5,g2
23383,6,g3
23384,7,g4
23385,8,g0
23386,9,g1
23387,10,g2
23388,11,g3
23389,12,g4
23390,13,g0
23391,14,g1
23392,15,g2
23393,16,g3
23394,17,g4
23395,18,g0
23396,19,g1
23397,20,g2
23398,21,g3
23399,22,g4
23400,23,g0
23401,24,g1
23402,25,g2
23403,26,g3
23404,27,g4
23405,28,g0
23406,29,g1
23407,30,g2
23408,31,g3
23409,32,g4
23410,33,g0
23411,34,g1
23412,35,g2
23413,36,g3
23414,37,g4
23415,38,g0
23416,39,g1
23417,40,g2
23418,41,g3
23419,42,g4
23420,43,g0
23421,44,g1
23422,45,g2
23423,46,g3
23424,47,g4
23425,48,g0
23426,49,g1
23427,50,g2
23428,51,g3
23429,52,g4
23430,53,g0
23431,54,g1
23432,55,g2
23433,56,g3
23434,57,g4
23435,58,g0
23436,59,g1
23437,60,g2
23438,61,g3
23439,62,g4
23440,63,g0
23441,64,g1
23442,65,g2
23443,66,g3
23444,67,g4
23445,68,g0
23446,69,g1
23447,70,g2
23448,71,g3
23449,72,g4
23450,73,g0
23451,74,g1
23452,75,g2
23453,76,g3
23454,77,g4
23455,78,g0
23456,79,g1
23457,80,g2
23458,81,g3
23459,82,g4
23460,83,g0
23461,84,g1
23462,85,g2
23463,86,g3
23464,87,g4
23465,88,g0
23466,89,g1
23467,90,g2
23468,91,g3
23469,92,g4
23470,93,g0
23471,94,g1
23472,95,g2
23473,96,g3
23474,0,g4
23475,1,g0
23476,2,g1
23477,3,g2
23478,4,g3
23479,5,g4
23480,6,g0
23481,7,g1
23482,8,g2
23483,9,g3
23484,10,g4
23485,11,g0
23486,12,g1
23487,13,g2
23488,14,g3
23489,15,g4
23490,16,g0
23491,17,g1
23492,18,g2
23493,19,g3
23494,20,g4
23495,21,g0
23496,22,g1
23497,23,g2
23498,24,g3
23499,25,g4
23500,26,g0
23501,27,g1
23502,28,g2
23503,29,g3
23504,30,g4
23505,31,g0
23506,32,g1
23507,33,g2
23508,34,g3
23509,35,g4
23510,36,g0
23511,37,g1
23512,38,g2
23513,39,g3
23514,40,g4
23515,41,g0
23516,42,g1
23517,43,g2
23518,44,g3
23519,45,g4
23520,46,g0
23521,47,g1
23522,48,g2
23523,49,g3
23524,50,g4
23525,51,g0
23526,52,g1
23527,53,g2
23528,54,g3
23529,55,g4
23530,56,g0
23531,57,g1
23532,58,g2
23533,59,g3
23534,60,g4
23535,61,g0
23536,62,g1
23537,63,g2
23538,64,g3
23539,65,g4
23540,66,g0
23541,67,g1
23542,68,g2
23543,69,g3
23544,70,g4
23545,71,g0
23546,72,g1
23547,73,g2
23548,74,g3
23549,75,g4
23550,76,g0
23551,77,g1
23552,78,g2
23553,79,g3
23554,80,g4
23555,81,g0
23556,82,g1
23557,83,g2
23558,84,g3
23559,85,g4
23560,86,g0
23561,87,g1
23562,88,g2
23563,89,g3
23564,90,g4
23565,91,g0
23566,92,g1
23567,93,g2
23568,94,g3
23569,95,g4
23570,96,g0
23571,0,g1
23572,1,g2
23573,2,g3
23574,3,g4
23575,4,g0
23576,5,g1
23577,6,g2
23578,7,g3
23579,8,g4
23580,9,g0
23581,10,g1
23582,11,g2
23583,12,g3
23584,13,g4
23585,14,g0
23586,15,g1
23587,16,g2
23588,17,g3
23589,18,g4
23590,19,g0
23591,20,g1
23592,21,g2
23593,22,g3
23594,23,g4
23595,24,g0
23596,25,g1
23597,26,g2
23598,27,g3
23599,28,g4
23600,29,g0
23601,30,g1
23602,31,g2
23603,32,g3
23604,33,g4
23605,34,g0
23606,35,g1
23607,36,g2
23608,37,g3
23609,38,g4
23610,39,g0
23611,40,g1
23612,41,g2
23613,42,g3
23614,43,g4
23615,44,g0
23616,45,g1
23617,46,g2
23618,47,g3
23619,48,g4
23620,49,g0
23621,50,g1
23622,51,g2
23623,52,g3
23624,53,g4
23625,54,g0
23626,55,g1
23627,56,g2
23628,57,g3
23629,58,g4
23630,59,g0
23631,60,g1
23632,61,g2
23633,62,g3
23634,63,g4
23635,64,g0
23636,65,g1
23637,66,g2
23638,67,g3
23639,68,g4
23640,69,g0
23641,70,g1
23642,71,g2
23643,72,g3
23644,73,g4
23645,74,g0
23646,75,g1
23647,76,g2
23648,77,g3
23649,78,g4
23650,79,g0
23651,80,g1
23652,81,g2
23653,82,g3
23654,83,g4
23655,84,g0
23656,85,g1
23657,86,g2
23658,87,g3
23659,88,g4
23660,89,g0
23661,90,g1
23662,91,g2
23663,92,g3
23664,93,g4
23665,94,g0
23666,95,g1
23667,96,g2
23668,0,g3
23669,1,g4
23670,2,g0
23671,3,g1
23672,4,g2
23673,5,g3
23674,6,g4
23675,7,g0
23676,8,g1
23677,9,g2
23678,10,g3
23679,11,g4
23680,12,g0
23681,13,g1
23682,14,g2
23683,15,g3
23684,16,g4
23685,17,g0
23686,18,g1
23687,19,g2
23688,20,g3
23689,21,g4
23690,22,g0
23691,23,g1
23692,24,g2
23693,25,g3
23694,26,g4
23695,27,g0
23696,28,g1
23697,29,g2
23698,30,g3
23699,31,g4
23700,32,g0
23701,33,g1
23702,34,g2
23703,35,g3
23704,36,g4
23705,37,g0
23706,38,g1
23707,39,g2
23708,40,g3
23709,41,g4
23710,42,g0
23711,43,g1
23712,44,g2
23713,45,g3
23714,46,g4
23715,47,g0
23716,48,g1
23717,49,g2
23718,50,g3
23719,51,g4
23720,52,g0
23721,53,g1
23722,54,g2
23723,55,g3
23724,56,g4
23725,57,g0
23726,58,g1
23727,59,g2
23728,60,g3
23729,61,g4
23730,62,g0
23731,63,g1
23732,64,g2
23733,65,g3
23734,66,g4
23735,67,g0
23736,68,g1
23737,69,g2
23738,70,g3
23739,71,g4
23740,72,g0
23741,73,g1
23742,74,g2
23743,75,g3
23744,76,g4
23745,77,g0
23746,78,g1
23747,79,g2
23748,80,g3
23749,81,g4
23750,82,g0
23751,83,g1
23752,84,g2
23753,85,g3
23754,86,g4
23755,87,g0
23756,88,g1
23757,89,g2
23758,90,g3
23759,91,g4
23760,92,g0
23761,93,g1
23762,94,g2
23763,95,g3
23764,96,g4
23765,0,g0
23766,1,g1
23767,2,g2
23768,3,g3
23769,4,g4
23770,5,g0
23771,6,g1
23772,7,g2
23773,8,g3
23774,9,g4
23775,10,g0
23776,11,g1
23777,12,g2
23778,13,g3
23779,14,g4
23780,15,g0
23781,16,g1
23782,17,g2
23783,18,g3
23784,19,g4
23785,20,g0
23786,21,g1
23787,22,g2
23788,23,g3
23789,24,g4
23790,25,g0
23791,26,g1
23792,27,g2
23793,28,g3
23794,29,g4
23795,30,g0
23796,31,g1
23797,32,g2
23798,33,g3
23799,34,g4
23800,35,g0
23801,36,g1
23802,37,g2
23803,38,g3
23804,39,g4
23805,40,g0
23806,41,g1
23807,42,g2
23808,43,g3
23809,44,g4
23810,45,g0
23811,46,g1
23812,47,g2
23813,48,g3
23814,49,g4
23815,50,g0
23816,51,g1
23817,52,g2
23818,53,g3
23819,54,g4
23820,55,g0
23821,56,g1
23822,57,g2
23823,58,g3
23824,59,g4
23825,60,g0
23826,61,g1
23827,62,g2
23828,63,g3
23829,64,g4
23830,65,g0
23831,66,g1
23832,67,g2
23833,68,g3
23834,69,g4
23835,70,g0
23836,71,g1
23837,72,g2
23838,73,g3
23839,74,g4
23840,75,g0
23841,76,g1
23842,77,g2
23843,78,g3
23844,79,g4
23845,80,g0
23846,81,g1
23847,82,g2
23848,83,g3
23849,84,g4
23850,85,g0
23851,86,g1
23852,87,g2
23853,88,g3
23854,89,g4
23855,90,g0
23856,91,g1
23857,92,g2
23858,93,g3
23859,94,g4
23860,95,g0
23861,96,g1
23862,0,g2
23863,1,g3
23864,2,g4
23865,3,g0
23866,4,g1
23867,5,g2
23868,6,g3
23869,7,g4
23870,8,g0
23871,9,g1
23872,10,g2
23873,11,g3
23874,12,g4
23875,13,g0
23876,14,g1
23877,15,g2
23878,16,g3
23879,17,g4
23880,18,g0
23881,19,g1
23882,20,g2
23883,21,g3
23884,22,g4
23885,23,g0
23886,24,g1
23887,25,g2
23888,26,g3
23889,27,g4
23890,28,g0
23891,29,g1
23892,30,g2
23893,31,g3
23894,32,g4
23895,33,g0
23896,34,g1
23897,35,g2
23898,36,g3
23899,37,g4
23900,38,g0
23901,39,g1
23902,40,g2
23903,41,g3
23904,42,g4
23905,43,g0
23906,44,g1
23907,45,g2
23908,46,g3
23909,47,g4
23910,48,g0
23911,49,g1
23912,50,g2
23913,51,g3
23914,52,g4
23915,53,g0
23916,54,g1
23917,55,g2
23918,56,g3
23919,57,g4
23920,58,g0
23921,59,g1
23922,60,g2
23923,61,g3
23924,62,g4
23925,63,g0
23926,64,g1
23927,65,g2
23928,66,g3
23929,67,g4
23930,68,g0
23931,69,g1
23932,70,g2
23933,71,g3
23934,72,g4
23935,73,g0
23936,74,g1
23937,75,g2
23938,76,g3
23939,77,g4
23940,78,g0
23941,79,g1
23942,80,g2
23943,81,g3
23944,82,g4
23945,83,g0
23946,84,g1
23947,85,g2
23948,86,g3
23949,87,g4
23950,88,g0
23951,89,g1
23952,90,g2
23953,91,g3
23954,92,g4
23955,93,g0
23956,94,g1
23957,95,g2
23958,96,g3
23959,0,g4
23960,1,g0
23961,2,g1
23962,3,g2
23963,4,g3
23964,5,g4
23965,6,g0
23966,7,g1
23967,8,g2
23968,9,g3
23969,10,g4
23970,11,g0
23971,12,g1
23972,13,g2
23973,14,g3
23974,15,g4
23975,16,g0
23976,17,g1
23977,18,g2
23978,19,g3
23979,20,g4
23980,21,g0
23981,22,g1
23982,23,g2
23983,24,g3
23984,25,g4
23985,26,g0
23986,27,g1
23987,28,g2
23988,29,g3
23989,30,g4
23990,31,g0
23991,32,g1
23992,33,g2
23993,34,g3
23994,35,g4
23995,36,g0
23996,37,g1
23997,38,g2
23998,39,g3
23999,40,g4
24000,41,g0
24001,42,g1
24002,43,g2
24003,44,g3
24004,45,g4
24005,46,g0
24006,47,g1
24007,48,g2
24008,49,g3
24009,50,g4
24010,51,g0
24011,52,g1
24012,53,g2
24013,54,g3
24014,55,g4
24015,56,g0
24016,57,g1
24017,58,g2
24018,59,g3
24019,60,g4
24020,61,g0
24021,62,g1
24022,63,g2
24023,64,g3
24024,65,g4
24025,66,g0
24026,67,g1
24027,68,g2
24028,69,g3
24029,70,g4
24030,71,g0
24031,72,g1
24032,73,g2
24033,74,g3
24034,75,g4
24035,76,g0
24036,77,g1
24037,78,g2
24038,79,g3
24039,80,g4
24040,81,g0
24041,82,g1
24042,83,g2
24043,84,g3
24044,85,g4
24045,86,g0
24046,87,g1
24047,88,g2
24048,89,g3
24049,90,g4
24050,91,g0
24051,92,g1
24052,93,g2
24053,94,g3
24054,95,g4
24055,96,g0
24056,0,g1
24057,1,g2
24058,2,g3
24059,3,g4
24060,4,g0
24061,5,g1
24062,6,g2
24063,7,g3
24064,8,g4
24065,9,g0
24066,10,g1
24067,11,g2
24068,12,g3
24069,13,g4
24070,14,g0
24071,15,g1
24072,16,g2
24073,17,g3
24074,18,g4
24075,19,g0
24076,20,g1
24077,21,g2
24078,22,g3
24079,23,g4
24080,24,g0
24081,25,g1
24082,26,g2
24083,27,g3
24084,28,g4
24085,29,g0
24086,30,g1
24087,31,g2
24088,32,g3
24089,33,g4
24090,34,g0
24091,35,g1
24092,36,g2
24093,37,g3
24094,38,g4
24095,39,g0
24096,40,g1
24097,41,g2
24098,42,g3
24099,43,g4
24100,44,g0
24101,45,g1
24102,46,g2
24103,47,g3
24104,48,g4
24105,49,g0
24106,50,g1
24107,51,g2
24108,52,g3
24109,53,g4
24110,54,g0
24111,55,g1
24112,56,g2
24113,57,g3
24114,58,g4
24115,59,g0
24116,60,g1
24117,61,g2
24118,62,g3
24119,63,g4
24120,64,g0
24121,65,g1
24122,66,g2
24123,67,g3
24124,68,g4
24125,69,g0
24126,70,g1
24127,71,g2
24128,72,g3
24129,73,g4
24130,74,g0
24131,75,g1
24132,76,g2
24133,77,g3
24134,78,g4
24135,79,g0
24136,80,g1
24137,81,g2
24138,82,g3
24139,83,g4
24140,84,g0
24141,85,g1
24142,86,g2
24143,87,g3
24144,88,g4
24145,89,g0
24146,90,g1
24147,91,g2
24148,92,g3
24149,93,g4
24150,94,g0
24151,95,g1
24152,96,g2
24153,0,g3
24154,1,g4
24155,2,g0
24156,3,g1
24157,4,g2
24158,5,g3
24159,6,g4
24160,7,g0
24161,8,g1
24162,9,g2
24163,10,g3
24164,11,g4
24165,12,g0
24166,13,g1
24167,14,g2
24168,15,g3
24169,16,g4
24170,17,g0
24171,18,g1
24172,19,g2
24173,20,g3
24174,21,g4
24175,22,g0
24176,23,g1
24177,24,g2
24178,25,g3
24179,26,g4
24180,27,g0
24181,28,g1
24182,29,g2
24183,30,g3
24184,31,g4
24185,32,g0
24186,33,g1
24187,34,g2
24188,35,g3
24189,36,g4
24190,37,g0
24191,38,g1
24192,39,g2
24193,40,g3
24194,41,g4
24195,42,g0
24196,43,g1
24197,44,g2
24198,45,g3
24199,46,g4
24200,47,g0
24201,48,g1
24202,49,g2
24203,50,g3
24204,51,g4
24205,52,g0
24206,53,g1
24207,54,g2
24208,55,g3
24209,56,g4
24210,57,g0
24211,58,g1
24212,59,g2
24213,60,g3
24214,61,g4
24215,62,g0
24216,63,g1
24217,64,g2
24218,65,g3
24219,66,g4
24220,67,g0
24221,68,g1
24222,69,g2
24223,70,g3
24224,71,g4
24225,72,g0
24226,73,g1
24227,74,g2
24228,75,g3
24229,76,g4
24230,77,g0
24231,78,g1
24232,79,g2
24233,80,g3
24234,81,g4
24235,82,g0
24236,83,g1
24237,84,g2
24238,85,g3
24239,86,g4
24240,87,g0
24241,88,g1
24242,89,g2
24243,90,g3
24244,91,g4
24245,92,g0
24246,93,g1
24247,94,g2
24248,95,g3
24249,96,g4
24250,0,g0
24251,1,g1
24252,2,g2
24253,3,g3
24254,4,g4
24255,5,g0
24256,6,g1
24257,7,g2
24258,8,g3
24259,9,g4
24260,10,g0
24261,11,g1
24262,12,g2
24263,13,g3
24264,14,g4
24265,15,g0
24266,16,g1
24267,17,g2
24268,18,g3
24269,19,g4
24270,20,g0
24271,21,g1
24272,22,g2
24273,23,g3
24274,24,g4
24275,25,g0
24276,26,g1
24277,27,g2
24278,28,g3
24279,29,g4
24280,30,g0
24281,31,g1
24282,32,g2
24283,33,g3
24284,34,g4
24285,35,g0
24286,36,g1
24287,37,g2
24288,38,g3
24289,39,g4
24290,40,g0
24291,41,g1
24292,42,g2
24293,43,g3
24294,44,g4
24295,45,g0
24296,46,g1
24297,47,g2
24298,48,g3
24299,49,g4
24300,50,g0
24301,51,g1
24302,52,g2
24303,53,g3
24304,54,g4
24305,55,g0
24306,56,g1
24307,57,g2
24308,58,g3
24309,59,g4
24310,60,g0
24311,61,g1
24312,62,g2
24313,63,g3
24314,64,g4
24315,65,g0
24316,66,g1
24317,67,g2
24318,68,g3
24319,69,g4
24320,70,g0
24321,71,g1
24322,72,g2
24323,73,g3
24324,74,g4
24325,75,g0
24326,76,g1
24327,77,g2
24328,78,g3
24329,79,g4
24330,80,g0
24331,81,g1
24332,82,g2
24333,83,g3
24334,84,g4
24335,85,g0
24336,86,g1
24337,87,g2
24338,88,g3
24339,89,g4
24340,90,g0
24341,91,g1
24342,92,g2
24343,93,g3
24344,94,g4
24345,95,g0
24346,96,g1
24347,0,g2
24348,1,g3
24349,2,g4
24350,3,g0
24351,4,g1
24352,5,g2
24353,6,g3
24354,7,g4
24355,8,g0
24356,9,g1
24357,10,g2
24358,11,g3
24359,12,g4
24360,13,g0
24361,14,g1
24362,15,g2
24363,16,g3
24364,17,g4
24365,18,g0
24366,19,g1
24367,20,g2
24368,21,g3
24369,22,g4
24370,23,g0
24371,24,g1
24372,25,g2
24373,26,g3
24374,27,g4
24375,28,g0
24376,29,g1
24377,30,g2
24378,31,g3
24379,32,g4
24380,33,g0
24381,34,g1
24382,35,g2
24383,36,g3
24384,37,g4
24385,38,g0
24386,39,g1
24387,40,g2
24388,41,g3
24389,42,g4
24390,43,g0
24391,44,g1
24392,45,g2
24393,46,g3
24394,47,g4
24395,48,g0
24396,49,g1
24397,50,g2
24398,51,g3
24399,52,g4
24400,53,g0
24401,54,g1
24402,55,g2
24403,56,g3
24404,57,g4
24405,58,g0
24406,59,g1
24407,60,g2
24408,61,g3
24409,62,g4
24410,63,g0
24411,64,g1
24412,65,g2
24413,66,g3
24414,67,g4
24415,68,g0
24416,69,g1
24417,70,g2
24418,71,g3
24419,72,g4
24420,73,g0
24421,74,g1
24422,75,g2
24423,76,g3
24424,77,g4
24425,78,g0
24426,79,g1
24427,80,g2
24428,81,g3
24429,82,g4
24430,83,g0
24431,84,g1
24432,85,g2
24433,86,g3
24434,87,g4
24435,88,g0
24436,89,g1
24437,90,g2
24438,91,g3
24439,92,g4
24440,93,g0
24441,94,g1
24442,95,g2
24443,96,g3
24444,0,g4
24445,1,g0
24446,2,g1
24447,3,g2
24448,4,g3
24449,5,g4
24450,6,g0
24451,7,g1
24452,8,g2
24453,9,g3
24454,10,g4
24455,11,g0
24456,12,g1
24457,13,g2
24458,14,g3
24459,15,g4
24460,16,g0
24461,17,g1
24462,18,g2
24463,19,g3
24464,20,g4
24465,21,g0
24466,22,g1
24467,23,g2
24468,24,g3
24469,25,g4
24470,26,g0
24471,27,g1
24472,28,g2
24473,29,g3
24474,30,g4
24475,31,g0
24476,32,g1
24477,33,g2
24478,34,g3
24479,35,g4
24480,36,g0
24481,37,g1
24482,38,g2
24483,39,g3
24484,40,g4
24485,41,g0
24486,42,g1
24487,43,g2
24488,44,g3
24489,45,g4
24490,46,g0
24491,47,g1
24492,48,g2
24493,49,g3
24494,50,g4
24495,51,g0
24496,52,g1
24497,53,g2
24498,54,g3
24499,55,g4
24500,56,g0
24501,57,g1
24502,58,g2
24503,59,g3
24504,60,g4
24505,61,g0
24506,62,g1
24507,63,g2
24508,64,g3
24509,65,g4
24510,66,g0
24511,67,g1
24512,68,g2
24513,69,g3
24514,70,g4
24515,71,g0
24516,72,g1
24517,73,g2
24518,74,g3
24519,75,g4
24520,76,g0
24521,77,g1
24522,78,g2
24523,79,g3
24524,80,g4
24525,81,g0
24526,82,g1
24527,83,g2
24528,84,g3
24529,85,g4
24530,86,g0
24531,87,g1
24532,88,g2
24533,89,g3
24534,90,g4
24535,91,g0
24536,92,g1
24537,93,g2
24538,94,g3
24539,95,g4
24540,96,g0
24541,0,g1
24542,1,g2
24543,2,g3
24544,3,g4
24545,4,g0
24546,5,g1
24547,6,g2
24548,7,g3
24549,8,g4
24550,9,g0
24551,10,g1
24552,11,g2
24553,12,g3
24554,13,g4
24555,14,g0
24556,15,g1
24557,16,g2
24558,17,g3
24559,18,g4
24560,19,g0
24561,20,g1
24562,21,g2
24563,22,g3
24564,23,g4
24565,24,g0
24566,25,g1
24567,26,g2
24568,27,g3
24569,28,g4
24570,29,g0
24571,30,g1
24572,31,g2
24573,32,g3
24574,33,g4
24575,34,g0
24576,35,g1
24577,36,g2
24578,37,g3
24579,38,g4
24580,39,g0
24581,40,g1
24582,41,g2
24583,42,g3
24584,43,g4
24585,44,g0
24586,45,g1
24587,46,g2
24588,47,g3
24589,48,g4
24590,49,g0
24591,50,g1
24592,51,g2
24593,52,g3
24594,53,g4
24595,54,g0
24596,55,g1
24597,56,g2
24598,57,g3
24599,58,g4
24600,59,g0
24601,60,g1
24602,61,g2
24603,62,g3
24604,63,g4
24605,64,g0
24606,65,g1
24607,66,g2
24608,67,g3
24609,68,g4
24610,69,g0
24611,70,g1
24612,71,g2
24613,72,g3
24614,73,g4
24615,74,g0
24616,75,g1
24617,76,g2
24618,77,g3
24619,78,g4
24620,79,g0
24621,80,g1
24622,81,g2
24623,82,g3
24624,83,g4
24625,84,g0
24626,85,g1
24627,86,g2
24628,87,g3
24629,88,g4
24630,89,g0
24631,90,g1
24632,91,g2
24633,92,g3
24634,93,g4
24635,94,g0
24636,95,g1
24637,96,g2
24638,0,g3
24639,1,g4
24640,2,g0
24641,3,g1
24642,4,g2
24643,5,g3
24644,6,g4
